"event","distinct_id","time","app_build_number","app_release","app_version","app_version_string","bluetooth_enabled","bluetooth_version","brand","carrier","city","ios_ifa","google_play_services","has_nfc","has_telephone","lib_version","manufacturer","model","os","os_version","radio","region","screen_dpi","screen_height","screen_width","wifi","CATEGORY","LogSerialID","mp_country_code","mp_device_model","mp_lib","Campaign","CampaignLogin","from_binding","text","tag"
"main_view","8C9EB1C8-CEB7-4E19-918B-21187145AF04","1477181806","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","None","Taipei","0","667","375","true","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_creditcardhelper","BYNGRW39","1477181808","88","88","4.2.3","4.2.3","false","ble","samsung","Far EasTone","Taipei","?","available","false","true","4.9.2","samsung","SM-A800IZ","Android","5.1.1","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_memberdetails","BYNGRW39","1477181813","88","88","4.2.3","4.2.3","false","ble","samsung","Far EasTone","Taipei","?","available","false","true","4.9.2","samsung","SM-A800IZ","Android","5.1.1","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_mycoupons","BPATNW57","1477181817","88","88","4.2.3","4.2.3","false","ble","htc","中華電信","?","?","available","true","true","4.9.2","HTC","HTC_M8x","Android","6.0","?","?","480","1776","1080","true","?","?","TW","?","android","?","?","?","?","?"
"main_view","CZKBLD62","1477181817","88","88","4.2.3","4.2.3","false","ble","Sony","台灣之星","Kao-sung","?","available","true","true","4.9.2","Sony","D6653","Android","6.0.1","?","Taiwan","480","1776","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_popularcoupons","8C9EB1C8-CEB7-4E19-918B-21187145AF04","1477181818","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","None","Taipei","0","667","375","true","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_view","BXYUXY36","1477181819","88","88","4.2.3","4.2.3","false","ble","Sony","中華電信","?","?","available","true","true","4.9.2","Sony","E6553","Android","6.0.1","?","Yunlin County","480","1776","1080","true","?","?","TW","?","android","?","?","?","?","?"
"main_notification","BYNGRW39","1477181819","88","88","4.2.3","4.2.3","false","ble","samsung","Far EasTone","Taipei","?","available","false","true","4.9.2","samsung","SM-A800IZ","Android","5.1.1","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"hompage_register_validation","3603DE1E-895D-4527-938E-48473BCCAB79","1477181824","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Tainan City","?","?","false","false","2.9.9","Apple","iPhone6,2","iPhone OS","9.3.5","HSDPA","Tainan","0","568","320","true","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_pointsexchange","BXYUXY36","1477181832","88","88","4.2.3","4.2.3","false","ble","Sony","中華電信","?","?","available","true","true","4.9.2","Sony","E6553","Android","6.0.1","?","Yunlin County","480","1776","1080","true","?","?","TW","?","android","?","?","?","?","?"
"main_mycoupons","BXYUXY36","1477181832","88","88","4.2.3","4.2.3","false","ble","Sony","中華電信","?","?","available","true","true","4.9.2","Sony","E6553","Android","6.0.1","?","Yunlin County","480","1776","1080","true","?","?","TW","?","android","?","?","?","?","?"
"main_popularcoupons","BTLBFN63","1477181833","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taichung","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","LTE","Taichung","0","667","375","true","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_view","BTLBFN63","1477181833","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taichung","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","LTE","Taichung","0","667","375","true","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_notification","BTLBFN63","1477181835","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taichung","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","LTE","Taichung","0","667","375","true","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"homepage_register","33ABC273-EE1B-4D1D-9A5F-2BC38F46E6EF","1477181841","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","?","?","?","false","false","2.9.9","Apple","iPhone7,2","iPhone OS","9.3.2","LTE","?","0","667","375","true","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_popularcoupons","ECC31346-7F3E-4B1E-A05C-56142E61AE1B","1477181852","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","LTE","Taipei","0","568","320","false","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_view","ECC31346-7F3E-4B1E-A05C-56142E61AE1B","1477181852","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","LTE","Taipei","0","568","320","false","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_view","ECC31346-7F3E-4B1E-A05C-56142E61AE1B","1477181857","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","LTE","Taipei","0","568","320","false","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_creditcardhelper","ECC31346-7F3E-4B1E-A05C-56142E61AE1B","1477181858","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","LTE","Taipei","0","568","320","false","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_popularcoupons","3603DE1E-895D-4527-938E-48473BCCAB79","1477181859","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Tainan City","?","?","false","false","2.9.9","Apple","iPhone6,2","iPhone OS","9.3.5","HSDPA","Tainan","0","568","320","true","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_view","3603DE1E-895D-4527-938E-48473BCCAB79","1477181859","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Tainan City","?","?","false","false","2.9.9","Apple","iPhone6,2","iPhone OS","9.3.5","HSDPA","Tainan","0","568","320","true","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_view","3603DE1E-895D-4527-938E-48473BCCAB79","1477181863","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Tainan City","?","?","false","false","2.9.9","Apple","iPhone6,2","iPhone OS","9.3.5","HSDPA","Tainan","0","568","320","true","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_view","CKUNJY56","1477181864","88","88","4.2.3","4.2.3","false","ble","Sony","中華電信","Taipei","?","available","true","true","4.9.2","Sony","D6653","Android","4.4.4","?","Taipei","480","1776","1080","true","?","?","TW","?","android","?","?","?","?","?"
"main_view","CKUNJY56","1477181864","88","88","4.2.3","4.2.3","false","ble","Sony","中華電信","Taipei","?","available","true","true","4.9.2","Sony","D6653","Android","4.4.4","?","Taipei","480","1776","1080","true","?","?","TW","?","android","?","?","?","?","?"
"main_view","CAUWNK64","1477181868","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","None","Taipei","0","667","375","false","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_notification","3603DE1E-895D-4527-938E-48473BCCAB79","1477181872","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Tainan City","?","?","false","false","2.9.9","Apple","iPhone6,2","iPhone OS","9.3.5","HSDPA","Tainan","0","568","320","true","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_notification","CAUWNK64","1477181873","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","None","Taipei","0","667","375","false","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_notification","CKUNJY56","1477181874","88","88","4.2.3","4.2.3","false","ble","Sony","中華電信","Taipei","?","available","true","true","4.9.2","Sony","D6653","Android","4.4.4","?","Taipei","480","1776","1080","true","?","?","TW","?","android","?","?","?","?","?"
"main_creditcardhelper","CKUNJY56","1477181877","88","88","4.2.3","4.2.3","false","ble","Sony","中華電信","Taipei","?","available","true","true","4.9.2","Sony","D6653","Android","4.4.4","?","Taipei","480","1776","1080","true","?","?","TW","?","android","?","?","?","?","?"
"main_view","BPATNW57","1477181880","88","88","4.2.3","4.2.3","false","ble","htc","中華電信","?","?","available","true","true","4.9.2","HTC","HTC_M8x","Android","6.0","?","?","480","1776","1080","true","?","?","TW","?","android","?","?","?","?","?"
"main_view","ECC31346-7F3E-4B1E-A05C-56142E61AE1B","1477181882","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","LTE","Taipei","0","568","320","false","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_popularcoupons","BVVKUP52","1477181884","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","LTE","Taipei","0","667","375","false","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_view","BVVKUP52","1477181884","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","LTE","Taipei","0","667","375","false","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_view","BVVKUP52","1477181885","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","LTE","Taipei","0","667","375","false","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_mycoupons","ECC31346-7F3E-4B1E-A05C-56142E61AE1B","1477181887","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","LTE","Taipei","0","568","320","false","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_creditcardhelper","BVVKUP52","1477181888","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","LTE","Taipei","0","667","375","false","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_view","3603DE1E-895D-4527-938E-48473BCCAB79","1477181889","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Tainan City","?","?","false","false","2.9.9","Apple","iPhone6,2","iPhone OS","9.3.5","HSDPA","Tainan","0","568","320","true","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_view","ECC31346-7F3E-4B1E-A05C-56142E61AE1B","1477181889","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","LTE","Taipei","0","568","320","false","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_cardholderlogin","ECC31346-7F3E-4B1E-A05C-56142E61AE1B","1477181892","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","LTE","Taipei","0","568","320","false","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_view","ECC31346-7F3E-4B1E-A05C-56142E61AE1B","1477181893","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","LTE","Taipei","0","568","320","false","?","?","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_mycoupons","BYNGRW39","1477181900","88","88","4.2.3","4.2.3","false","ble","samsung","Far EasTone","Taipei","?","available","false","true","4.9.2","samsung","SM-A800IZ","Android","5.1.1","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_cardholderlogin","3603DE1E-895D-4527-938E-48473BCCAB79","1477181902","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Tainan City","?","?","false","false","2.9.9","Apple","iPhone6,2","iPhone OS","9.3.5","HSDPA","Tainan","0","568","320","true","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_cardholderlogin","BYNGRW39","1477181904","88","88","4.2.3","4.2.3","false","ble","samsung","Far EasTone","Taipei","?","available","false","true","4.9.2","samsung","SM-A800IZ","Android","5.1.1","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_creditcardhelper","CKUNJY56","1477181906","88","88","4.2.3","4.2.3","false","ble","Sony","中華電信","Taipei","?","available","true","true","4.9.2","Sony","D6653","Android","4.4.4","?","Taipei","480","1776","1080","true","?","?","TW","?","android","?","?","?","?","?"
"main_view","3603DE1E-895D-4527-938E-48473BCCAB79","1477181907","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Tainan City","?","?","false","false","2.9.9","Apple","iPhone6,2","iPhone OS","9.3.5","HSDPA","Tainan","0","568","320","true","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_pointsexchange","BYNGRW39","1477181909","88","88","4.2.3","4.2.3","false","ble","samsung","Far EasTone","Taipei","?","available","false","true","4.9.2","samsung","SM-A800IZ","Android","5.1.1","?","Taipei","480","1920","1080","false","?","?","TW","?","android","?","?","?","?","?"
"main_view","CAUWNK64","1477181910","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","None","Taipei","0","667","375","false","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_mycoupons","CKUNJY56","1477181911","88","88","4.2.3","4.2.3","false","ble","Sony","中華電信","Taipei","?","available","true","true","4.9.2","Sony","D6653","Android","4.4.4","?","Taipei","480","1776","1080","true","?","?","TW","?","android","?","?","?","?","?"
"pointsdetail_view","ECC31346-7F3E-4B1E-A05C-56142E61AE1B","1477181911","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","LTE","Taipei","0","568","320","false","E09","A12_40_201606","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_pointsbanner","ECC31346-7F3E-4B1E-A05C-56142E61AE1B","1477181911","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone8,1","iOS","10.0.2","LTE","Taipei","0","568","320","false","A12","A12_40_201606","TW","iPhone8,1","iphone","?","?","?","?","?"
"main_notification","CAUWNK64","1477181914","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","None","Taipei","0","667","375","false","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"hompage_register_validation","33ABC273-EE1B-4D1D-9A5F-2BC38F46E6EF","1477181916","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","?","?","?","false","false","2.9.9","Apple","iPhone7,2","iPhone OS","9.3.2","LTE","?","0","667","375","true","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_view","CAUWNK64","1477181920","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","None","Taipei","0","667","375","false","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_pointsexchange","CAUWNK64","1477181923","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","None","Taipei","0","667","375","false","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_popularcoupons","BQENSV53","1477181925","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,1","iPhone OS","9.3.2","WCDMA","Taipei","0","736","414","true","?","?","TW","iPhone7,1","iphone","?","?","?","?","?"
"main_view","BQENSV53","1477181925","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,1","iPhone OS","9.3.2","WCDMA","Taipei","0","736","414","true","?","?","TW","iPhone7,1","iphone","?","?","?","?","?"
"main_view","CAUWNK64","1477181926","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","None","Taipei","0","667","375","false","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_shopsales","CAUWNK64","1477181927","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","None","Taipei","0","667","375","false","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"pointsdetail_view","BYNGRW39","1477181928","88","88","4.2.3","4.2.3","false","ble","samsung","Far EasTone","Taipei","?","available","false","true","4.9.2","samsung","SM-A800IZ","Android","5.1.1","?","Taipei","480","1920","1080","false","A06","A06_2_201606","TW","?","android","?","?","?","?","?"
"main_view","CAUWNK64","1477181929","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","None","Taipei","0","667","375","false","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_cardholderlogin","CAUWNK64","1477181930","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","None","Taipei","0","667","375","false","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_view","CAUWNK64","1477181933","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","None","Taipei","0","667","375","false","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_view","BQXYWH28","1477181942","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,1","iOS","10.0.2","WCDMA","Taipei","0","667","375","true","?","?","TW","iPhone7,1","iphone","?","?","?","?","?"
"main_popularcoupons","BQXYWH28","1477181942","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,1","iOS","10.0.2","WCDMA","Taipei","0","667","375","true","?","?","TW","iPhone7,1","iphone","?","?","?","?","?"
"main_view","3603DE1E-895D-4527-938E-48473BCCAB79","1477181950","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Tainan City","?","?","false","false","2.9.9","Apple","iPhone6,2","iPhone OS","9.3.5","HSDPA","Tainan","0","568","320","true","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_creditcardhelper","BQXYWH28","1477181956","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,1","iOS","10.0.2","WCDMA","Taipei","0","667","375","true","?","?","TW","iPhone7,1","iphone","?","?","?","?","?"
"main_creditcardhelper","4589e31f-ecff-4f05-9217-868d33025a0f","1477181986","88","88","4.2.3","4.2.3","true","ble","Sony","台灣大哥大","Tainan City","?","available","true","true","4.9.2","Sony","D6653","Android","6.0.1","?","Tainan","480","1776","1080","true","?","?","TW","?","android","?","?","?","?","?"
"main_notification","CHNCSG56","1477181991","88","88","4.2.3","4.2.3","false","ble","Panasonic","台灣之星","Taipei","?","available","false","true","4.9.2","PANASONIC","Panasonic ELUGA U2","Android","5.0","?","Taipei","320","1184","720","false","?","?","TW","?","android","?","?","?","?","?"
"main_popularcoupons","33ABC273-EE1B-4D1D-9A5F-2BC38F46E6EF","1477181998","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","?","?","?","false","false","2.9.9","Apple","iPhone7,2","iPhone OS","9.3.2","None","?","0","667","375","true","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_view","33ABC273-EE1B-4D1D-9A5F-2BC38F46E6EF","1477181998","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","?","?","?","false","false","2.9.9","Apple","iPhone7,2","iPhone OS","9.3.2","None","?","0","667","375","true","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"hompage_register_validation","8BAE2EC6-0010-4EFA-AA03-CF4442D7B395","1477182003","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","8BAE2EC6-0010-4EFA-AA03-CF4442D7B395","?","false","false","2.9.9","Apple","iPhone7,1","iPhone OS","8.3","LTE","Taipei","0","736","414","true","?","?","TW","iPhone7,1","iphone","?","?","?","?","?"
"main_view","33ABC273-EE1B-4D1D-9A5F-2BC38F46E6EF","1477182005","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","?","?","?","false","false","2.9.9","Apple","iPhone7,2","iPhone OS","9.3.2","None","?","0","667","375","true","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_notification","CHNCSG56","1477182011","88","88","4.2.3","4.2.3","false","ble","Panasonic","台灣之星","Taipei","?","available","false","true","4.9.2","PANASONIC","Panasonic ELUGA U2","Android","5.0","?","Taipei","320","1184","720","false","?","?","TW","?","android","?","?","?","?","?"
"main_mycoupons","CHNCSG56","1477182014","88","88","4.2.3","4.2.3","false","ble","Panasonic","台灣之星","Taipei","?","available","false","true","4.9.2","PANASONIC","Panasonic ELUGA U2","Android","5.0","?","Taipei","320","1184","720","false","?","?","TW","?","android","?","?","?","?","?"
"main_view","D1656D8B-8998-4148-92CD-A638EFBFA322","1477182015","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone5,2","iPhone OS","8.3","LTE","Taipei","0","568","320","false","?","?","TW","iPhone5,2","iphone","?","?","?","?","?"
"main_popularcoupons","D1656D8B-8998-4148-92CD-A638EFBFA322","1477182015","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone5,2","iPhone OS","8.3","LTE","Taipei","0","568","320","false","?","?","TW","iPhone5,2","iphone","?","?","?","?","?"
"main_view","D1656D8B-8998-4148-92CD-A638EFBFA322","1477182018","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone5,2","iPhone OS","8.3","LTE","Taipei","0","568","320","true","?","?","TW","iPhone5,2","iphone","?","?","?","?","?"
"main_notification","CHNCSG56","1477182021","88","88","4.2.3","4.2.3","false","ble","Panasonic","台灣之星","Taipei","?","available","false","true","4.9.2","PANASONIC","Panasonic ELUGA U2","Android","5.0","?","Taipei","320","1184","720","false","?","?","TW","?","android","?","?","?","?","?"
"main_popularcoupons","CETCYD26","1477182027","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone6,2","iPhone OS","8.1.2","WCDMA","Taipei","0","568","320","false","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_view","CETCYD26","1477182027","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone6,2","iPhone OS","8.1.2","WCDMA","Taipei","0","568","320","false","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_pointsexchange","33ABC273-EE1B-4D1D-9A5F-2BC38F46E6EF","1477182027","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","?","?","?","false","false","2.9.9","Apple","iPhone7,2","iPhone OS","9.3.2","None","?","0","667","375","true","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_mycoupons","CETCYD26","1477182032","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone6,2","iPhone OS","8.1.2","WCDMA","Taipei","0","568","320","true","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_notification","CAUWNK64","1477182032","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","None","Taipei","0","667","375","false","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"homepage_register","CBBA6A62-F99D-4DD9-AED1-0859BCDE11FE","1477182033","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone6,2","iOS","10.0.2","WCDMA","Taipei","0","568","320","true","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_view","CETCYD26","1477182034","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone6,2","iPhone OS","8.1.2","WCDMA","Taipei","0","568","320","true","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_view","33ABC273-EE1B-4D1D-9A5F-2BC38F46E6EF","1477182034","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","?","?","?","false","false","2.9.9","Apple","iPhone7,2","iPhone OS","9.3.2","None","?","0","667","375","true","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_notification","CETCYD26","1477182035","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone6,2","iPhone OS","8.1.2","WCDMA","Taipei","0","568","320","true","?","?","TW","iPhone6,2","iphone","?","?","?","?","?"
"main_mycoupons","33ABC273-EE1B-4D1D-9A5F-2BC38F46E6EF","1477182036","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","?","?","?","false","false","2.9.9","Apple","iPhone7,2","iPhone OS","9.3.2","None","?","0","667","375","true","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_view","D1656D8B-8998-4148-92CD-A638EFBFA322","1477182036","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone5,2","iPhone OS","8.3","LTE","Taipei","0","568","320","true","?","?","TW","iPhone5,2","iphone","?","?","?","?","?"
"main_popularcoupons","NBSRK821","1477182037","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,1","iOS","10.0.2","WCDMA","Taipei","0","667","375","true","?","?","TW","iPhone7,1","iphone","?","?","?","?","?"
"main_view","NBSRK821","1477182037","1015","4.2.2","1015","4.2.2","false","?","?","台湾大哥大","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,1","iOS","10.0.2","WCDMA","Taipei","0","667","375","true","?","?","TW","iPhone7,1","iphone","?","?","?","?","?"
"main_mycoupons","D1656D8B-8998-4148-92CD-A638EFBFA322","1477182039","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone5,2","iPhone OS","8.3","LTE","Taipei","0","568","320","true","?","?","TW","iPhone5,2","iphone","?","?","?","?","?"
"main_view","D1656D8B-8998-4148-92CD-A638EFBFA322","1477182040","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone5,2","iPhone OS","8.3","LTE","Taipei","0","568","320","true","?","?","TW","iPhone5,2","iphone","?","?","?","?","?"
"main_view","CAUWNK64","1477182041","1015","4.2.2","1015","4.2.2","false","?","?","遠傳電信","Taipei","?","?","false","false","2.9.9","Apple","iPhone7,2","iOS","10.0.2","None","Taipei","0","667","375","false","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
"main_view","33ABC273-EE1B-4D1D-9A5F-2BC38F46E6EF","1477182043","1015","4.2.2","1015","4.2.2","false","?","?","中華電信","?","?","?","false","false","2.9.9","Apple","iPhone7,2","iPhone OS","9.3.2","None","?","0","667","375","true","?","?","TW","iPhone7,2","iphone","?","?","?","?","?"
